Date,Open,High,Low,Close,Adj Close,Volume
2025-07-11,498.47,505.03,497.8,503.32,501.56,16459500
2025-07-14,501.52,503.97,501.03,503.02,501.26,12058800
2025-07-15,503.02,508.3,502.79,505.82,504.05,14927200
2025-07-16,505.18,506.72,501.89,505.62,503.85,15154400
2025-07-17,505.68,513.37,505.62,511.7,509.91,17503100
2025-07-18,514.48,514.64,507.43,510.05,508.26,21209700
2025-07-21,506.71,512.09,505.55,510.06,508.27,14066800
2025-07-22,510.97,511.2,505.27,505.27,503.5,13868600
2025-07-23,506.75,506.79,500.7,505.87,504.1,16396600
2025-07-24,508.77,513.67,507.3,510.88,509.09,16107000
2025-07-25,512.47,518.29,510.36,513.71,511.91,19125700
2025-07-28,514.08,515.0,510.12,512.5,510.7,14308000
2025-07-29,515.53,517.62,511.56,512.57,510.77,16469200
2025-07-30,515.17,515.95,509.44,513.24,511.44,26380400
2025-07-31,555.23,555.45,531.9,533.5,531.63,51617300
2025-08-01,535.0,535.8,520.86,524.11,522.27,28977600
2025-08-04,528.27,538.25,528.13,535.64,533.76,25349000
2025-08-05,537.18,537.3,527.24,527.75,525.9,19171600
2025-08-06,530.9,531.7,524.03,524.94,523.1,21355700
2025-08-07,526.8,528.09,517.55,520.84,519.01,16079100
2025-08-08,522.6,524.66,519.41,522.04,520.21,15531000
2025-08-11,522.3,527.59,519.72,521.77,519.94,20194400
2025-08-12,523.75,530.98,522.7,529.24,527.38,18667000
2025-08-13,532.11,532.7,519.37,520.58,518.75,19619200
2025-08-14,522.56,525.95,520.14,522.48,520.65,20269100
2025-08-15,522.77,526.1,519.08,520.17,518.35,25213300
2025-08-18,521.59,522.82,514.02,517.1,515.29,23760600
2025-08-19,515.0,515.16,508.55,509.77,507.98,21481000
2025-08-20,509.87,511.0,504.44,505.72,503.95,27723000
2025-08-21,503.69,507.63,502.72,504.24,503.3,18443300
2025-08-22,504.25,510.73,502.41,507.23,506.28,24324200
2025-08-25,506.63,508.19,504.12,504.26,503.32,21638600
2025-08-26,504.36,504.98,498.51,502.04,501.1,30835700
2025-08-27,502.0,507.29,499.9,506.74,505.79,17277900
2025-08-28,507.09,511.09,505.5,509.64,508.69,18015600
2025-08-29,508.66,509.6,504.49,506.69,505.74,20961600
2025-09-02,500.47,506.0,496.81,505.12,504.18,18128000
2025-09-03,503.79,507.79,502.32,505.35,504.41,16345100
2025-09-04,504.3,508.15,503.15,507.97,507.02,15509500
2025-09-05,509.07,511.97,492.37,495.0,494.08,31994800
2025-09-08,498.11,501.2,495.03,498.2,497.27,16771000
2025-09-09,501.43,502.25,497.7,498.41,497.48,14410500
2025-09-10,502.98,503.23,496.72,500.37,499.44,21611800
2025-09-11,502.25,503.17,497.88,501.01,500.07,18881600
2025-09-12,506.65,512.55,503.85,509.9,508.95,23624900
2025-09-15,508.79,515.47,507.0,515.36,514.4,17143800
2025-09-16,516.88,517.23,508.6,509.04,508.09,19711900
2025-09-17,510.62,511.29,505.93,510.02,509.07,15816600
2025-09-18,511.49,513.07,507.66,508.45,507.5,18913700
2025-09-19,510.56,519.3,510.31,517.93,516.96,52474100
2025-09-22,515.59,517.74,512.54,514.45,513.49,20009300
2025-09-23,513.8,514.59,507.31,509.23,508.28,19799600
2025-09-24,510.38,512.48,506.92,510.15,509.2,13533700
2025-09-25,508.3,510.01,505.04,507.03,506.08,15786500
2025-09-26,510.06,513.94,506.62,511.46,510.5,16213100
2025-09-29,511.5,516.85,508.88,514.6,513.64,17617800
2025-09-30,513.24,518.16,509.66,517.95,516.98,19728200
2025-10-01,514.8,520.51,511.69,519.71,518.74,22632300
2025-10-02,517.64,521.6,510.68,515.74,514.78,21222900
2025-10-03,517.1,520.49,515.0,517.35,516.38,15112300
2025-10-06,518.61,531.03,518.2,528.57,527.58,21388600
2025-10-07,528.29,529.8,521.44,523.98,523.0,14615200
2025-10-08,523.28,526.95,523.09,524.85,523.87,13363400
2025-10-09,522.34,524.33,517.4,522.4,521.42,18343600
2025-10-10,519.64,523.58,509.63,510.96,510.01,24133800
2025-10-13,516.41,516.41,511.68,514.05,513.09,14284200
2025-10-14,510.23,515.28,506.0,513.57,512.61,14684300
2025-10-15,514.96,517.19,510.0,513.43,512.47,14694700
2025-10-16,512.58,516.85,508.13,511.61,510.65,15559600
2025-10-17,509.04,515.48,507.31,513.58,512.62,19867800
2025-10-20,514.61,518.7,513.43,516.79,515.82,14665600
2025-10-21,517.5,518.69,513.04,517.66,516.69,15586200
2025-10-22,521.15,525.23,517.71,520.54,519.57,18962700
2025-10-23,522.46,523.95,518.61,520.56,519.59,14023500
2025-10-24,522.79,525.35,520.71,523.61,522.63,15532400
2025-10-27,531.78,534.58,529.01,531.52,530.53,18734700
2025-10-28,550.0,553.72,540.77,542.07,541.06,29986700
2025-10-29,544.94,546.27,536.73,541.55,540.54,36023000
2025-10-30,530.48,534.97,522.12,525.76,524.78,41023100
2025-10-31,528.88,529.32,515.1,517.81,516.84,34006400
2025-11-03,519.81,524.96,514.59,517.03,516.06,22374700
2025-11-04,511.76,515.55,507.84,514.33,513.37,20958700
2025-11-05,513.3,514.83,506.58,507.16,506.21,23024300
2025-11-06,505.66,505.7,495.81,497.1,496.17,27406500
2025-11-07,496.95,499.38,493.25,496.82,495.89,24019800
2025-11-10,500.04,506.85,498.8,506.0,505.05,26101500
2025-11-11,504.8,509.6,502.35,508.68,507.73,17980000
2025-11-12,509.36,511.67,499.12,511.14,510.19,26574900
2025-11-13,510.31,513.5,501.29,503.29,502.35,25273100
2025-11-14,498.23,511.6,497.44,510.18,509.23,28505700
2025-11-17,508.45,512.12,504.91,507.49,506.54,19092800
2025-11-18,495.37,502.98,486.78,493.79,492.87,33815100
2025-11-19,490.1,495.19,482.83,487.12,486.21,23245300
2025-11-20,492.71,493.57,475.5,478.43,478.43,26802500
2025-11-21,478.5,478.92,468.27,472.12,472.12,31769200
2025-11-24,475.0,476.9,468.02,474.0,474.0,34421000
2025-11-25,474.07,479.15,464.89,476.99,476.99,28019800
2025-11-26,486.31,488.31,481.2,485.5,485.5,25709100
2025-11-28,487.6,492.63,486.65,492.01,492.01,14386700
2025-12-01,488.44,489.86,484.65,486.74,486.74,23964000
2025-12-02,486.72,493.5,486.32,490.0,490.0,19562700
2025-12-03,476.32,484.24,475.2,477.73,477.73,34615100
2025-12-04,479.76,481.32,476.49,480.84,480.84,22318200
2025-12-05,482.52,483.4,478.88,483.16,483.16,22608700
2025-12-08,484.89,492.3,484.38,491.02,491.02,21965900
2025-12-09,489.1,492.12,488.5,492.02,492.02,14696100
2025-12-10,484.03,484.25,475.08,478.56,478.56,35756200
2025-12-11,476.63,486.03,475.86,483.47,483.47,24669200
2025-12-12,479.82,482.45,476.36,478.53,478.53,20743536
