Date,Open,High,Low,Close,Adj Close,Volume
2025-02-14,726.14,740.91,725.62,736.67,734.95,16901200
2025-02-18,736.0,737.0,706.44,716.37,714.7,21938700
2025-02-19,704.1,707.0,695.39,703.77,702.13,17535500
2025-02-20,697.28,705.63,693.64,694.84,693.22,12587400
2025-02-21,696.58,703.87,682.36,683.55,681.96,15660400
2025-02-24,686.28,687.27,662.45,668.13,666.57,15677000
2025-02-25,665.97,668.0,641.86,657.5,655.97,20579700
2025-02-26,659.65,683.01,658.0,673.7,672.13,14488700
2025-02-27,682.45,688.65,657.57,658.24,656.71,12500000
2025-02-28,658.04,669.63,642.6,668.2,666.64,17534200
2025-03-03,673.68,681.25,650.84,655.05,653.52,10843800
2025-03-04,645.51,649.75,623.65,640.0,638.51,21495200
2025-03-05,641.0,659.5,637.66,656.47,654.94,13770000
2025-03-06,648.0,650.56,624.11,627.93,626.47,13446500
2025-03-07,625.37,634.79,600.61,625.66,624.2,21375700
2025-03-10,608.07,610.11,586.87,597.99,596.6,21999900
2025-03-11,595.05,614.93,593.33,605.71,604.3,17401500
2025-03-12,629.9,633.33,609.35,619.56,618.12,15747000
2025-03-13,620.25,620.5,586.51,590.64,589.26,16480300
2025-03-14,602.8,608.86,594.78,607.6,606.72,12364500
2025-03-17,607.46,613.1,598.0,604.9,604.03,15473900
2025-03-18,600.05,600.25,574.66,582.36,581.52,20297700
2025-03-19,584.28,592.32,574.77,584.06,583.22,20537500
2025-03-20,582.76,610.2,579.51,586.0,585.15,24336500
2025-03-21,583.42,597.54,580.95,596.25,595.39,25015900
2025-03-24,614.97,622.54,612.2,618.85,617.96,15741300
2025-03-25,626.76,633.88,621.18,626.31,625.41,15312500
2025-03-26,624.89,626.75,606.61,610.98,610.1,12609800
2025-03-27,602.0,614.25,600.1,602.58,601.71,10436500
2025-03-28,600.31,601.75,573.92,576.74,575.91,17602800
2025-03-31,563.5,578.7,553.3,576.36,575.53,21124700
2025-04-01,570.84,589.91,570.0,586.0,585.15,12836600
2025-04-02,574.91,592.66,573.36,583.93,583.09,13470800
2025-04-03,546.22,552.56,530.3,531.62,530.85,34777500
2025-04-04,506.62,518.0,494.2,504.73,504.0,38589800
2025-04-07,485.1,539.37,481.9,516.25,515.51,36606100
2025-04-08,543.25,547.43,502.86,510.45,509.71,28034200
2025-04-09,509.27,587.89,502.11,585.77,584.92,39216600
2025-04-10,575.49,581.3,535.3,546.29,545.5,28173500
2025-04-11,535.51,547.4,528.59,543.57,542.79,17642300
2025-04-14,556.17,557.77,528.28,531.48,530.71,14130900
2025-04-15,532.11,537.94,517.5,521.52,520.77,15558700
2025-04-16,508.51,513.37,495.63,502.31,501.59,18735100
2025-04-17,505.25,507.3,498.01,501.48,500.76,14593500
2025-04-21,491.33,493.5,479.8,484.66,483.96,16166000
2025-04-22,491.87,506.88,486.36,500.28,499.56,17399400
2025-04-23,528.53,535.34,516.52,520.27,519.52,18173900
2025-04-24,518.73,533.9,517.5,533.15,532.38,13910000
2025-04-25,546.8,549.86,536.25,547.27,546.48,17098900
2025-04-28,555.64,558.49,540.59,549.74,548.95,15179000
2025-04-29,546.0,556.57,544.12,554.44,553.64,11835000
2025-04-30,538.4,549.1,529.5,549.0,548.21,29244000
2025-05-01,592.08,592.95,570.5,572.21,571.38,31159000
2025-05-02,583.46,604.34,578.33,597.02,596.16,24739300
2025-05-05,591.22,603.21,588.05,599.27,598.41,13887700
2025-05-06,592.53,596.03,586.58,587.31,586.46,10600700
2025-05-07,590.36,603.08,586.67,596.81,595.95,13139100
2025-05-08,606.29,611.3,596.62,598.01,597.15,14622800
2025-05-09,603.72,606.97,591.71,592.49,591.64,10427300
2025-05-12,630.92,640.39,621.03,639.43,638.51,21965100
2025-05-13,645.54,660.92,642.83,656.03,655.08,18570800
2025-05-14,661.21,662.67,654.31,659.36,658.41,12348200
2025-05-15,654.28,657.31,638.58,643.88,642.95,14341800
2025-05-16,637.96,640.44,626.15,640.34,639.42,18519000
2025-05-19,628.25,643.0,627.8,640.43,639.51,9592400
2025-05-20,636.01,639.35,632.26,637.1,636.18,6743500
2025-05-21,631.79,646.61,630.17,635.5,634.58,11464600
2025-05-22,634.05,643.25,630.71,636.57,635.65,8228400
2025-05-23,624.0,632.45,622.65,627.06,626.16,8454100
2025-05-27,635.41,643.08,632.75,642.32,641.39,9508400
2025-05-28,642.6,650.88,642.55,643.58,642.65,9042900
2025-05-29,651.65,653.32,639.5,645.05,644.12,8858800
2025-05-30,642.5,649.41,632.78,647.49,646.56,16241000
2025-06-02,644.39,673.26,644.26,670.9,669.93,15766300
2025-06-03,671.45,675.58,665.03,666.85,665.89,11585000
2025-06-04,669.32,689.0,668.57,687.95,686.96,14031900
2025-06-05,691.66,694.38,682.25,684.62,683.63,13083100
2025-06-06,696.17,702.81,691.87,697.71,696.7,11728000
2025-06-09,698.46,705.19,693.94,694.06,693.06,12773200
2025-06-10,701.35,703.23,691.56,702.4,701.39,10850100
2025-06-11,703.71,708.87,691.99,694.14,693.14,9582500
2025-06-12,693.3,695.38,687.0,693.36,692.36,7322700
2025-06-13,687.95,694.57,681.01,682.87,681.88,9274400
2025-06-16,699.33,707.15,693.51,702.12,701.65,13720300
2025-06-17,702.0,705.97,696.06,697.23,696.76,10066100
2025-06-18,698.18,701.59,694.9,695.77,695.3,10068300
2025-06-20,700.75,701.82,678.67,682.35,681.89,22538600
2025-06-23,683.69,699.05,678.75,698.53,698.06,11080100
2025-06-24,704.89,713.19,702.11,712.2,711.72,13823200
2025-06-25,713.32,716.58,705.38,708.68,708.2,9320400
2025-06-26,714.36,728.22,711.05,726.09,725.6,13964800
2025-06-27,726.52,735.43,725.86,733.63,733.14,18775700
2025-06-30,744.55,747.9,734.25,738.09,737.59,15402100
2025-07-01,736.88,737.75,715.37,719.22,718.73,13431200
2025-07-02,715.33,720.3,712.8,713.57,713.09,9336700
2025-07-03,726.61,729.03,714.42,719.01,718.53,8601700
2025-07-07,717.6,727.0,713.51,718.35,717.87,9457100
2025-07-08,721.57,722.91,714.81,720.67,720.18,7770700
2025-07-09,722.72,737.53,722.72,732.78,732.29,11418000
2025-07-10,731.55,735.8,719.6,727.24,726.75,9913600
2025-07-11,722.5,725.16,709.7,717.51,717.03,10873900
2025-07-14,717.6,728.0,716.55,720.92,720.43,8939400
2025-07-15,723.9,724.47,709.82,710.39,709.91,11529500
2025-07-16,713.37,713.97,699.27,702.91,702.44,13067600
2025-07-17,704.39,705.9,697.11,701.41,700.94,11803300
2025-07-18,702.19,704.71,691.65,704.28,703.8,12779800
2025-07-21,706.8,717.0,705.76,712.97,712.49,9404400
2025-07-22,716.19,716.6,701.41,704.81,704.33,8921100
2025-07-23,706.37,714.63,704.93,713.58,713.1,8771600
2025-07-24,717.05,723.62,714.0,714.8,714.32,10920800
2025-07-25,716.92,720.65,711.9,712.68,712.2,8271700
2025-07-28,715.2,724.74,712.68,717.63,717.15,8715700
2025-07-29,720.0,724.47,699.91,700.0,699.53,13267000
2025-07-30,708.09,708.5,691.2,695.21,694.74,27077300
2025-07-31,775.2,784.75,765.51,773.44,772.92,38831100
2025-08-01,760.73,766.0,745.31,750.01,749.5,19028700
2025-08-04,760.0,776.85,758.41,776.37,775.85,15801700
2025-08-05,776.45,783.13,763.0,763.46,762.95,11640300
2025-08-06,770.0,773.64,760.46,771.99,771.47,9733900
2025-08-07,773.49,775.0,759.55,761.83,761.32,9019700
2025-08-08,762.75,769.9,758.58,769.3,768.78,7320800
2025-08-11,770.08,773.46,764.67,765.87,765.35,7612000
2025-08-12,773.0,793.67,772.43,790.0,789.47,14563100
2025-08-13,791.15,795.46,778.23,780.08,779.55,8811800
2025-08-14,777.88,787.81,772.51,782.13,781.6,8116200
2025-08-15,784.15,796.25,780.82,785.23,784.7,13375400
2025-08-18,775.09,775.81,756.56,767.37,766.85,16513700
2025-08-19,767.12,767.17,749.36,751.48,750.97,12286700
2025-08-20,747.57,750.2,731.0,747.72,747.22,11898200
2025-08-21,744.71,745.5,733.11,739.1,738.6,8876300
2025-08-22,739.23,756.9,734.39,754.79,754.28,10612700
2025-08-25,754.82,758.88,750.13,753.3,752.79,6861200
2025-08-26,750.8,754.87,747.94,754.1,753.59,7601800
2025-08-27,752.3,754.15,742.84,747.38,746.88,8315400
2025-08-28,744.0,753.05,740.8,751.11,750.6,7468000
2025-08-29,745.28,747.14,735.35,738.7,738.2,9070500
2025-09-02,726.04,736.0,721.73,735.11,734.61,9350900
2025-09-03,736.0,740.25,733.99,737.05,736.55,7699300
2025-09-04,748.57,761.16,745.82,748.65,748.15,11439100
2025-09-05,752.62,757.95,745.03,752.45,751.94,9663400
2025-09-08,756.0,766.51,752.02,752.3,751.79,13087800
2025-09-09,757.49,766.3,753.43,765.7,765.18,10999000
2025-09-10,765.13,765.7,751.0,751.98,751.47,12478300
2025-09-11,754.65,757.1,748.37,750.9,750.39,7923300
2025-09-12,748.73,757.57,743.76,755.59,755.08,8248600
2025-09-15,757.47,774.07,751.99,764.7,764.18,10533800
2025-09-16,767.0,781.36,765.1,779.0,778.47,11782500
2025-09-17,779.99,783.29,766.31,775.72,775.2,9400900
2025-09-18,780.75,788.78,773.36,780.25,779.72,10955000
2025-09-19,786.42,790.8,769.19,778.38,777.85,23696800
2025-09-22,781.85,785.73,764.47,765.16,765.16,11706900
2025-09-23,769.25,770.6,751.07,755.4,755.4,10872600
2025-09-24,757.5,761.11,752.53,760.66,760.66,8828200
2025-09-25,753.45,756.77,744.55,748.91,748.91,10591100
2025-09-26,750.0,751.93,737.35,743.75,743.75,9696300
2025-09-29,748.72,750.78,739.15,743.4,743.4,9246800
2025-09-30,742.25,742.97,726.3,734.38,734.38,16226800
2025-10-01,721.49,721.85,710.2,717.34,717.34,20419600
2025-10-02,722.58,727.77,718.14,727.05,727.05,11415300
2025-10-03,729.63,731.0,710.18,710.56,710.56,16154300
2025-10-06,705.19,716.88,690.51,715.66,715.66,21654700
2025-10-07,717.72,718.5,705.75,713.08,713.08,12062900
2025-10-08,713.45,719.65,707.81,717.84,717.84,10790600
2025-10-09,718.28,733.51,712.44,733.51,733.51,12717200
2025-10-10,730.92,735.27,704.51,705.3,705.3,16980100
2025-10-13,713.01,719.94,707.64,715.7,715.7,9251800
2025-10-14,707.78,715.55,699.33,708.65,708.65,8829800
2025-10-15,717.06,723.9,709.51,717.55,717.55,10246800
2025-10-16,717.55,725.49,703.88,712.07,712.07,9017000
2025-10-17,707.08,718.54,706.12,716.92,716.92,12232400
2025-10-20,721.19,733.77,720.18,732.17,732.17,8900200
2025-10-21,736.02,738.5,728.75,733.27,733.27,7647300
2025-10-22,733.83,740.6,724.03,733.41,733.41,8734500
2025-10-23,734.7,742.41,733.1,734.0,734.0,9856000
2025-10-24,736.79,741.21,731.15,738.36,738.36,9151300
2025-10-27,749.73,755.75,748.01,750.82,750.82,11321100
2025-10-28,752.63,758.4,745.52,751.44,751.44,12193800
2025-10-29,754.75,759.16,742.51,751.67,751.67,26818600
2025-10-30,669.15,680.96,650.17,666.47,666.47,88440100
2025-10-31,674.51,674.89,645.57,648.35,648.35,56953200
2025-11-03,656.0,659.33,636.18,637.71,637.71,33003600
2025-11-04,628.04,641.74,626.01,627.32,627.32,27356600
2025-11-05,632.31,642.23,626.54,635.95,635.95,20219900
2025-11-06,635.85,636.0,618.0,618.94,618.94,23628800
2025-11-07,616.49,622.13,601.2,621.71,621.71,29946800
2025-11-10,631.09,635.0,618.11,631.76,631.76,19245000
2025-11-11,628.0,629.56,619.39,627.08,627.08,13302200
2025-11-12,628.13,628.99,607.77,609.01,609.01,24493300
2025-11-13,613.07,617.65,603.0,609.89,609.89,20973800
2025-11-14,601.79,613.68,595.2,609.46,609.46,20724100
2025-11-17,609.04,611.69,595.4,602.01,602.01,16501300
2025-11-18,591.6,603.66,583.78,597.69,597.69,25500600
2025-11-19,593.72,595.33,581.25,590.32,590.32,24744700
2025-11-20,603.5,606.72,583.35,589.15,589.15,20603000
2025-11-21,588.5,598.12,581.86,594.25,594.25,21052600
2025-11-24,598.72,616.7,597.63,613.05,613.05,23554900
2025-11-25,624.0,637.05,618.3,636.22,636.22,25213000
2025-11-26,637.69,638.36,631.63,633.61,633.61,15209500
2025-11-28,636.08,648.05,635.5,647.95,647.95,11033200
2025-12-01,639.55,645.32,637.76,640.87,640.87,13029900
2025-12-02,642.34,647.87,638.07,647.1,647.1,11640900
2025-12-03,644.41,648.85,637.55,639.6,639.6,11134300
2025-12-04,676.0,676.1,660.05,661.53,661.53,29874600
2025-12-05,664.0,674.69,662.39,673.42,673.42,21207900
2025-12-08,669.34,676.71,665.07,666.8,666.8,13161000
2025-12-09,663.77,664.48,653.34,656.96,656.96,12997100
2025-12-10,649.95,654.51,643.4,650.13,650.13,16910900
2025-12-11,643.29,655.28,640.8,652.71,652.71,13056700
2025-12-12,650.21,711.0,638.61,644.23,644.23,13514653
