Date,Open,High,Low,Close,Adj Close,Volume
2025-01-31,119.14,119.57,115.33,115.95,115.95,40463400
2025-02-03,113.88,115.16,112.98,114.27,114.27,34586100
2025-02-04,115.45,119.85,114.79,119.5,119.5,69412100
2025-02-05,107.61,112.09,106.5,112.01,112.01,110385200
2025-02-06,110.93,112.56,109.02,110.16,110.16,50426600
2025-02-07,109.13,109.92,106.79,107.56,107.56,46082500
2025-02-10,108.44,111.4,108.15,110.48,110.48,34905400
2025-02-11,108.98,113.07,108.94,111.1,111.1,35033800
2025-02-12,109.52,111.84,109.06,111.72,111.72,25319700
2025-02-13,112.0,114.6,110.4,111.81,111.81,40911800
2025-02-14,112.65,114.63,111.7,113.1,113.1,32477200
2025-02-18,114.05,115.55,113.45,114.28,114.28,31720300
2025-02-19,114.25,116.11,113.14,114.69,114.69,28807700
2025-02-20,115.01,116.55,113.11,114.17,114.17,27219600
2025-02-21,114.85,115.76,110.43,110.84,110.84,41353700
2025-02-24,111.49,111.6,107.98,108.11,108.11,29072200
2025-02-25,107.89,108.64,103.62,103.96,103.96,39169200
2025-02-26,104.95,105.8,103.99,104.74,104.74,29178200
2025-02-27,105.08,105.76,99.5,99.51,99.51,47263700
2025-02-28,99.56,101.8,98.69,99.86,99.86,45194600
2025-03-03,101.52,102.34,97.09,98.23,98.23,38958000
2025-03-04,96.0,103.18,95.89,100.75,100.75,54156900
2025-03-05,100.36,101.84,98.87,101.67,101.67,27855500
2025-03-06,99.05,101.08,98.27,98.85,98.85,28985000
2025-03-07,98.88,100.65,96.39,100.31,100.31,33254400
2025-03-10,98.57,101.29,95.83,96.63,96.63,38733200
2025-03-11,96.79,98.16,94.73,96.76,96.76,34078300
2025-03-12,99.05,101.72,98.17,100.79,100.79,34241300
2025-03-13,99.72,100.07,97.27,98.11,98.11,28575200
2025-03-14,99.64,101.22,99.58,100.97,100.97,24715300
2025-03-17,102.6,106.15,102.6,104.59,104.59,43689500
2025-03-18,103.85,104.55,102.97,103.51,103.51,27152800
2025-03-19,104.42,107.9,101.96,106.23,106.23,32287500
2025-03-20,105.12,108.26,105.12,107.14,107.14,26871800
2025-03-21,105.33,107.25,104.33,106.44,106.44,30767900
2025-03-24,109.73,114.85,109.4,113.85,113.85,53342000
2025-03-25,113.27,114.95,112.71,114.81,114.81,29077500
2025-03-26,114.11,115.9,108.68,110.19,110.19,39824000
2025-03-27,106.11,107.62,105.55,106.65,106.65,32773700
2025-03-28,105.53,106.51,102.48,103.22,103.22,31069100
2025-03-31,100.24,102.82,98.8,102.74,102.74,30865300
2025-04-01,102.16,102.83,100.93,102.78,102.78,23523200
2025-04-02,101.52,104.19,100.76,102.96,102.96,20794000
2025-04-03,97.79,99.45,93.64,93.8,93.8,50472500
2025-04-04,90.1,91.08,83.67,85.76,85.76,65847000
2025-04-07,80.68,89.0,77.75,83.64,83.64,70515400
2025-04-08,86.15,88.93,76.48,78.21,78.21,69910200
2025-04-09,79.22,97.91,78.87,96.84,96.84,97827400
2025-04-10,91.0,92.95,85.06,88.7,88.7,65210600
2025-04-11,90.51,94.76,90.5,93.4,93.4,57892600
2025-04-14,97.11,97.37,93.45,94.5,94.5,36003000
2025-04-15,94.66,96.85,94.62,95.29,95.29,28116500
2025-04-16,87.61,90.47,85.3,88.29,88.29,62109000
2025-04-17,88.84,89.03,86.52,87.5,87.5,34801400
2025-04-21,86.02,86.14,83.75,85.56,85.56,33855400
2025-04-22,86.12,87.17,85.17,86.26,86.26,35236700
2025-04-23,91.88,93.74,90.12,90.39,90.39,41102600
2025-04-24,91.59,94.75,90.37,94.47,94.47,33681900
2025-04-25,93.28,97.1,92.85,96.65,96.65,28575300
2025-04-28,95.58,97.49,94.27,96.39,96.39,30456700
2025-04-29,95.76,97.18,95.33,96.06,96.06,20700600
2025-04-30,92.81,97.55,91.87,97.35,97.35,29730700
2025-05-01,99.27,100.1,96.45,96.65,96.65,29591500
2025-05-02,98.4,99.88,98.3,98.8,98.8,29957900
2025-05-05,99.0,102.05,98.76,100.59,100.59,41268900
2025-05-06,98.41,100.07,97.44,98.62,98.62,54264300
2025-05-07,100.75,103.42,96.88,100.36,100.36,86474400
2025-05-08,101.92,105.44,101.56,101.7,101.7,54231400
2025-05-09,102.59,103.54,101.6,102.84,102.84,31704300
2025-05-12,110.42,110.67,106.98,108.12,108.12,50543400
2025-05-13,109.6,113.13,109.0,112.46,112.46,55659500
2025-05-14,119.83,122.52,116.59,117.72,117.72,86743700
2025-05-15,117.02,117.5,114.01,114.99,114.99,43843200
2025-05-16,118.07,118.24,116.01,117.17,117.17,43419700
2025-05-19,115.02,115.53,114.06,114.74,114.74,37737400
2025-05-20,114.35,114.51,112.08,113.51,113.51,29030800
2025-05-21,113.85,116.1,111.09,112.06,112.06,43594600
2025-05-22,111.9,112.64,110.61,110.71,110.71,29252000
2025-05-23,108.09,111.02,107.67,110.31,110.31,30867300
2025-05-27,113.18,115.4,112.27,114.56,114.56,37885000
2025-05-28,114.92,114.95,112.66,112.86,112.86,27483700
2025-05-29,115.49,115.54,112.13,113.03,113.03,30501400
2025-05-30,111.58,112.11,108.62,110.73,110.73,36088500
2025-06-02,111.06,114.86,111.01,114.63,114.63,34078400
2025-06-03,114.5,117.68,113.28,117.31,117.31,37161500
2025-06-04,117.41,119.3,115.73,118.58,118.58,31025000
2025-06-05,118.95,119.24,114.71,115.69,115.69,34091000
2025-06-06,117.69,118.38,115.88,116.19,116.19,27042100
2025-06-09,119.18,122.37,119.04,121.73,121.73,55437700
2025-06-10,121.11,124.09,120.8,123.24,123.24,41691900
2025-06-11,124.44,124.47,119.88,121.14,121.14,32261900
2025-06-12,120.62,122.25,118.03,118.5,118.5,44718400
2025-06-13,116.05,117.88,115.06,116.16,116.16,39702700
2025-06-16,118.64,128.14,117.78,126.39,126.39,100968500
2025-06-17,127.93,130.7,126.58,127.1,127.1,86623900
2025-06-18,128.01,129.21,125.77,126.79,126.79,49627100
2025-06-20,129.0,132.81,127.55,128.24,128.24,79931000
2025-06-23,130.47,133.25,126.82,129.58,129.58,65152900
2025-06-24,133.43,138.79,132.93,138.43,138.43,78572000
2025-06-25,140.94,144.18,139.46,143.4,143.4,74607200
2025-06-26,145.97,146.0,141.91,143.68,143.68,58180100
2025-06-27,144.18,147.75,141.63,143.81,143.81,61937900
2025-06-30,144.0,146.0,141.01,141.9,141.9,42972500
2025-07-01,138.77,140.23,135.12,136.11,136.11,55257200
2025-07-02,135.53,139.78,135.22,138.52,138.52,39228000
2025-07-03,139.11,139.5,137.32,137.91,137.91,28646000
2025-07-07,136.56,137.44,133.5,134.8,134.8,37395000
2025-07-08,137.32,139.15,135.91,137.82,137.82,36124600
2025-07-09,138.69,140.65,137.59,138.41,138.41,37013100
2025-07-10,143.0,145.82,141.85,144.16,144.16,61101500
2025-07-11,142.6,147.4,141.6,146.42,146.42,50049200
2025-07-14,145.09,147.58,141.9,146.24,146.24,44718600
2025-07-15,153.75,158.68,153.56,155.61,155.61,93370100
2025-07-16,155.31,160.36,152.85,160.08,160.08,59492800
2025-07-17,161.81,161.96,158.68,160.41,160.41,50605100
2025-07-18,159.59,160.83,155.81,156.99,156.99,48859800
2025-07-21,157.62,160.34,156.92,157.0,157.0,39021100
2025-07-22,156.2,156.23,149.34,154.72,154.72,49028000
2025-07-23,156.32,159.45,156.0,158.65,158.65,41510900
2025-07-24,159.12,163.93,158.36,162.12,162.12,48440100
2025-07-25,163.51,167.18,162.36,166.47,166.47,53432300
2025-07-28,169.08,174.7,168.67,173.66,173.66,68267800
2025-07-29,175.21,182.31,174.68,177.44,177.44,108154800
2025-07-30,175.61,180.37,173.8,179.51,179.51,64820300
2025-07-31,182.02,182.5,173.0,176.31,176.31,71765300
2025-08-01,170.16,174.4,166.82,171.7,171.7,75396100
2025-08-04,174.61,177.86,173.56,176.78,176.78,52951000
2025-08-05,177.57,177.99,171.8,174.31,174.31,88808500
2025-08-06,165.05,166.18,157.8,163.12,163.12,133641800
2025-08-07,166.84,175.75,166.7,172.4,172.4,95448300
2025-08-08,174.04,176.48,170.52,172.76,172.76,68866700
2025-08-11,170.04,178.82,169.38,172.28,172.28,70651000
2025-08-12,173.32,175.16,168.5,174.95,174.95,52243500
2025-08-13,179.91,186.65,179.38,184.42,184.42,108305100
2025-08-14,179.83,185.44,179.56,180.95,180.95,66308800
2025-08-15,180.06,180.14,176.25,177.51,177.51,51543100
2025-08-18,176.76,178.8,174.36,176.14,176.14,35937500
2025-08-19,173.1,173.17,166.1,166.55,166.55,64455000
2025-08-20,164.1,166.65,158.25,165.2,165.2,60233200
2025-08-21,165.86,165.88,162.26,163.71,163.71,37880500
2025-08-22,162.17,168.53,161.8,167.76,167.76,43998600
2025-08-25,165.55,165.59,161.72,163.36,163.36,36134700
2025-08-26,168.65,169.77,164.91,166.62,166.62,52138600
2025-08-27,166.04,167.68,164.65,167.13,167.13,37031000
2025-08-28,168.5,170.99,166.65,168.58,168.58,36285200
2025-08-29,166.81,168.57,161.9,162.63,162.63,37516800
2025-09-02,158.42,162.39,156.62,162.32,162.32,38656100
2025-09-03,161.81,164.75,160.58,162.13,162.13,30752800
2025-09-04,159.94,162.05,157.79,161.79,161.79,32103500
2025-09-05,157.12,157.14,150.18,151.14,151.14,78256000
2025-09-08,151.8,152.64,149.22,151.41,151.41,41849000
2025-09-09,151.99,156.66,151.93,155.82,155.82,42802500
2025-09-10,163.54,164.53,158.0,159.54,159.54,52465300
2025-09-11,158.62,160.21,154.99,155.67,155.67,48817700
2025-09-12,157.0,160.41,154.92,158.57,158.57,42232800
2025-09-15,160.01,162.3,157.6,161.16,161.16,36808700
2025-09-16,161.37,161.95,159.22,160.46,160.46,27946500
2025-09-17,159.28,161.63,155.76,159.16,159.16,41823800
2025-09-18,150.96,158.77,149.85,157.92,157.92,84549500
2025-09-19,157.38,159.84,155.9,157.39,157.39,55448100
2025-09-22,157.42,162.68,157.42,159.79,159.79,46505500
2025-09-23,160.52,163.39,159.21,160.9,160.9,39448300
2025-09-24,162.98,165.1,158.43,160.88,160.88,38464100
2025-09-25,157.14,161.63,154.78,161.27,161.27,36809900
2025-09-26,160.52,162.11,157.05,159.46,159.46,30316900
2025-09-29,160.12,164.3,159.9,161.36,161.36,39828800
2025-09-30,160.79,162.28,159.33,161.79,161.79,29669300
2025-10-01,160.93,164.18,160.49,164.01,164.01,39895200
2025-10-02,168.68,171.06,166.12,169.73,169.73,55475200
2025-10-03,170.68,170.68,163.14,164.67,164.67,42699100
2025-10-06,226.45,226.71,203.01,203.71,203.71,248859600
2025-10-07,214.85,218.9,209.28,211.51,211.51,115748100
2025-10-08,212.95,235.87,210.7,235.56,235.56,159983500
2025-10-09,236.3,240.1,229.53,232.89,232.89,94290700
2025-10-10,232.77,234.22,213.2,214.9,214.9,118656600
2025-10-13,220.2,224.19,214.9,216.42,216.42,63104000
2025-10-14,219.2,224.98,215.9,218.09,218.09,71216300
2025-10-15,222.71,239.24,220.76,238.6,238.6,108481000
2025-10-16,236.29,241.2,232.24,234.56,234.56,69726400
2025-10-17,233.26,235.38,227.91,233.08,233.08,55804200
2025-10-20,236.47,242.88,234.4,240.56,240.56,56741700
2025-10-21,239.39,242.26,234.02,238.03,238.03,47122400
2025-10-22,236.85,240.13,224.88,230.23,230.23,59668800
2025-10-23,230.16,235.9,228.54,234.99,234.99,39024400
2025-10-24,243.36,253.39,241.95,252.92,252.92,71221100
2025-10-27,257.88,260.42,249.8,259.67,259.67,65613100
2025-10-28,259.14,264.58,257.0,258.01,258.01,47448700
2025-10-29,264.19,267.08,257.4,264.33,264.33,49335600
2025-10-30,259.92,263.88,252.31,254.84,254.84,45162500
2025-10-31,259.6,262.13,253.41,256.12,256.12,34449200
2025-11-03,259.33,260.91,253.89,259.65,259.65,36351400
2025-11-04,250.35,257.38,247.39,250.05,250.05,56491800
2025-11-05,243.24,259.65,242.81,256.33,256.33,67366600
2025-11-06,253.47,253.51,235.74,237.7,237.7,66049700
2025-11-07,230.94,235.87,224.64,233.54,233.54,52162600
2025-11-10,242.14,248.9,240.5,243.98,243.98,43361600
2025-11-11,241.66,248.46,234.64,237.52,237.52,61336800
2025-11-12,253.13,263.51,250.0,258.89,258.89,108942000
2025-11-13,251.9,259.63,246.06,247.96,247.96,63178600
2025-11-14,240.11,253.44,235.08,246.81,246.81,47655600
2025-11-17,242.75,248.77,237.15,240.52,240.52,37942200
2025-11-18,236.78,238.0,224.71,230.29,230.29,45619900
2025-11-19,230.26,235.28,219.71,223.55,223.55,52093400
2025-11-20,232.7,234.25,204.53,206.02,206.02,66342900
2025-11-21,208.81,208.83,195.0,203.78,203.78,67421100
2025-11-24,207.16,217.13,205.85,215.05,215.05,46749600
2025-11-25,201.48,206.58,194.28,206.13,206.13,69773500
2025-11-26,210.05,215.59,207.0,214.24,214.24,43270200
2025-11-28,216.14,218.3,214.02,217.53,217.53,18658000
2025-12-01,213.88,220.98,213.5,219.76,219.76,30768700
2025-12-02,221.79,225.98,214.39,215.24,215.24,42002500
2025-12-03,216.26,218.2,211.77,217.6,217.6,28545200
2025-12-04,216.88,219.12,214.14,215.98,215.98,24478200
2025-12-05,217.17,223.64,216.24,217.97,217.97,33292400
2025-12-08,219.09,223.71,218.36,221.11,221.11,30943200
2025-12-09,221.04,224.84,217.91,221.62,221.62,25166100
2025-12-10,222.0,222.61,218.67,221.42,221.42,23279400
2025-12-11,217.81,221.5,210.19,221.43,221.43,30694600
2025-12-12,218.37,222.49,209.06,210.78,210.78,35169766
