종목명,티커,현재가,1개월,3개월,6개월,1년
Amazon,AMZN,226.19,-7.382687740561789,1.3713978398243187,17.36716479867165,-0.5583399278994153
AMD,AMD,210.78,-17.702639387786974,22.262180974477953,104.20461150939741,66.0862028208967
Google,GOOGL,309.29,9.993243002951749,57.38347242010992,100.40821616017624,62.93857338531241
Intel,INTC,37.81,-5.451362840710177,91.24936772888216,66.49053280493176,85.88987217305802
Meta,META,644.23,-0.6354592426929906,-15.436514708005724,11.70198009501682,3.849439832352703
Microsoft,MSFT,478.53,-7.585794017110518,-8.12341602027495,26.327877507919734,6.989067006506136
NVIDIA,NVDA,175.02,-13.566102029729862,-3.180837528350943,59.58785447250844,30.368715083798893
Tesla,TSLA,458.96,0.525670229542662,42.41474539982003,74.14532346803261,5.210554065515889
