combined_text,cluster,pca_1,pca_2
" 엑셀, Excel, R, 포토샵, PPT",8,-0.38654158314422676,0.14783623393676312
" R, 데이터",3,0.6621841195505751,0.5352238023587865
" R, ERP",7,-0.4043889954239821,0.21626579330260084
" R, OA, GA4, 데이터",1,0.30075876897620524,0.26023689375073267
" 엑셀, Excel, R, 포토샵, PPT",8,-0.38654158314422676,0.14783623393676312
" 프리미어, R, 데이터",2,0.21675919391980986,0.209216762430086
" R, 데이터",3,0.6621841195505751,0.5352238023587865
" R, 데이터",3,0.6621841195505751,0.5352238023587865
" R, OA, 데이터",1,0.30075876897620524,0.26023689375073267
" 엑셀, 포토샵, 일러스트, PPT",4,-0.36840572982100395,0.08343238960455894
" 엑셀, R, GA4, 데이터",6,-0.0041484639300812505,0.493545460251631
" R, 데이터, PPT",2,0.1755686988457698,0.23110012205304165
" 일러스트, R, 포토샵, 데이터",4,0.05442128660692103,0.1545057849128564
 R,2,-0.10025473039657813,-0.06177524821727256
" 프리미어, 포토샵",4,-0.1974752842644737,-0.04700951295060558
" R, 데이터",3,0.6621841195505753,0.5352238023587867
" R, 데이터",3,0.6621841195505753,0.5352238023587867
 엑셀,6,-0.4745667134523202,0.21526819439608025
 R,2,-0.10025473039657816,-0.06177524821727254
 R,2,-0.10025473039657816,-0.06177524821727254
" 엑셀, GA4, 데이터, PPT",6,-0.08041999377177768,0.33588194674877264
" R, 데이터",3,0.6621841195505752,0.5352238023587867
 데이터,3,0.6621841195505752,0.5352238023587866
" R, 데이터",3,0.6621841195505752,0.5352238023587866
" R, 데이터",3,0.6621841195505752,0.5352238023587866
