,current_price,predicted_price,growth_rate,data_points,train_loss,val_loss
Intel_INTC,37.81,43.828712,15.918308551650101,250,0.003164443885907531,0.0070168087258934975
Meta_META,644.23,714.59924,10.923000040988851,250,0.00873700063675642,0.015879059210419655
NVIDIA_NVDA,175.02,191.10695,9.19149174525143,250,0.006084541790187359,0.005768524017184973
Microsoft_MSFT,478.53,492.56268,2.932456294374183,250,0.0066120438277721405,0.0046734269708395
Tesla_TSLA,458.96,469.6397,2.3269368730730937,250,0.006823528092354536,0.004308983217924833
Amazon_AMZN,226.19,213.21304,-5.737192973654615,250,0.00906586367636919,0.017538392916321754
Google_GOOGL,309.29,281.79126,-8.89092445096027,250,0.0019994904287159443,0.004558529704809189
AMD_AMD,210.78,147.8671,-29.847662991144496,250,0.004304740112274885,0.0064727445133030415
